	review	rating
2048	Satisfied with the mobile quality in this price range.	5
2049	Not yet used in details, but in general well performing	5
2050	Censors are not working properly.phone get heated while charging and normal use.It seems like this phone is made to keep it sub-par delibrately with other MI /RedMi phone.Not a single thing is optimise in this phone.Android very is still 8.1 that also not optimise for phone.	1
2051	Both Camera Quality Very Good, also VDO Recording The Best, No Buffering Net Speed also the best	4
2052	The touch screen stopped working within 10 days of purchase. Not happy with the product	1
2053	Dont buy this cell for noch screen. Pic and videos not play in notch	3
2054	Overall this phone is good.Good battery life and handy phone..Overall i really love this product...😊	5
2055	Camera badSound badDisplay goodRuggedHandy	2
2056	SUPERB PHONE	5
2057	All things is good but battery backup is very bad	5
2058	Very old features. Battery is only for max 24 hours. Dialer not functioning properly. Heavy in size. Only display and camera is fine.	3
2059	Bad screen	1
2060	Great product at reasonable rate:Good battery lifeCamera seems to be goodMI remote works wellFingerprint scanner and face unlocks work instantlyFree back cover providedNo earphones provided	4
2061	Disappointed...Hang ho gya phle hh din..aur dusre din it's sound beep suddenly while typing..suggest me what can I doo..replace aur update	2
2062	One is the best phn in this price	5
2063	Hang problem and bettery backup is very poor	4
2064	I have been using this phone for the last 4 months with normal usage and it hangs now. If I use the camera or Bluetooth after 3-4 days it just becomes irresponsive and I need to restart it. Also when I checked it for exchange offers, this phone is not even listed there.	2
2065	Worth buying	5
2066	Its an really great phone for photography and the glass back is very mesmerising. The phone is perfect for one hand use as it fits perfectly into the hand and front cam is just mind blowing as its captures every single detail.	5
2067	Best mobail	5
2068	This order is an mistake . Otherwise GoodSorry amazon .... .. . . . . . . .	5
2069	Its been only 15 days and its hanging up	2
2070	Photo quality is average	3
2071	Excellent mobile, build quality is Super	4
2072	Face recognition is first come to mobile it is using on low uses of user not recommended on high uses because it is nice mobile low heating look beautiful but main problem face recognition. Not unlock on low light	5
2073	Waste of money	2
2074	Everything is nice	5
2075	"using for 3 month..This is my first Full vision display and also first product from LG brand. Such a amazing look, Great design, Good to see full view application and videos and games. Battery 3000mah( but gives one day charge with full usage of 4g internet). Only one cons is ""FINGER PRINT"" other than that it great phone. For look under 15k this one best"	5
2076	A perfect package	5
2077	Battery backup very less dont even last a day. Display is brilliant. Even network tends to fluctuate a lot while on call and gets disconnected.	4
2078	Best quality	5
2079	All rounder.	5
2080	Good looking product but bad experienceGood things18:9 displayRear Camera on good lightEasy to useBae thingsBattery just for 8 hr for Normal userHeating issue 45+ when multitaskingBad selfie camera + Low light camera (Both)	2
2081	The battery life was good and the quality of the phone	5
2082	Great phone and nice features in a affordable price :) worth taking	5
2083	Best smartphone till nowEverything thing is very goodBattery life is too good and the look is very premium .Loved the phoneAnd thank to amazoneindia for fast 1 day delivery	5
2084	Overall good quality phone	4
2085	Very good budget phone	4
2086	Very very good product	5
2087	Camera  suddenly stopped working it says another app may already be using the device microphone to record	5
2088	Good looking and camera is also very good but tempered glass is not available in market	5
2089	nice oneREAD MORE	4
2090	Picture perfect cameraGreat soundGood battery lifeValue for money	5
2091	Good device. But video doest play in full noch display. Giving noch is a formality.	4
2092	Good picture, camera, screen resolution. Battery life is average but not an issue. Only red color is metallic and not mat so set looks bit cheap in this. Black and gold are awesome.	5
2093	As described and advertised, this is a fully power packed phone. Totally worthy of the price.	5
2094	Very worst	1
2095	Bill not included with the package nor found it in mail. Also during purchase of any item it doesn't show clear price and on receiving opt on phone, message doesn't show price.	1
2096	Phone att aa ji full support from me	5
2097	Excellent phone.more than what i expected.	4
2098	excellent phn ....excellent display , performance and battery ...just go for it.....only drawback ...little heatin issue and front cam	4
2099	Wow that's awesome fon	5
2100	MI 6 Pro is a very good phone & also Amazon delivery is very good.I found a small scratch on phone, near finger Scan / unlock button.	5
2101	The phone was delivered on time, but it's speakers stopped working just the next day when my return window closed. Now, I am stuck with this product, and have to run behind motorola service station to resolve it. I prefer to scrap this crappy product and but a new one as time is more important than money for me. This was my precise purpose to buy online, but it is defeated now.I recommend to stay away from Moto G6.	1
2102	Not at all value for money..!Cons..1)Old hardware SD6252)Both front and rear cameras are not upto the level for lowlight photography3)Sound quality is very Poor4)Face Unlock is not goodPros.1)Excellent Display2)Amazing Battery Life	3
2103	Osm product	5
2104	Display super	4
2105	Within a week after purchase, screen got damaged/got cracked when mobile was in my pocket. MI claims that it has gorilla glass5, then how screen got damaged?Pros:Good camera, screen clarity, android one.OS got upgraded to Android 9, Made in India. Type C usb port/fast charging.Cons:Delicate & fragile screenBad sound qualityAverage battery life	3
2106	Very nice mobile.	5
2107	Sound is not good	5
2108	Looks were awesome and very light in weight	5
2109	Good phone at cheap price. Need to purchase headset separately. Good photo clarity includes time lapse, slow motion video and short video.	5
2110	It's very good.. And value for money.. No doubt better than any other smartphone under 15k !! 😍😋🤩	4
2111	Nice product... Value for money	5
2112	When i play game or charge it Mobile body feel heat. And battery dump very fast nd takes more than 1:30 Hour for good level of charge. So its not good for field person. Display is plus point design also well but plz add some more sensors.	2
2113	Phone appears to be smaller as if it is 4.7 inch.screen is good.performance average.rear camera avg.front camera below average.battery performance satisfactory. Good for this price point. Better than Chinese phones.	4
